uid	iid	label	sequence
7942	937	1	29,149,439,448
7942	1481	1	149,439,448,937
7942	4276	1	439,448,937,1481
7942	4626	1	448,937,1481,4276
7942	4715	1	937,1481,4276,4626
7942	4717	1	1481,4276,4626,4715
7942	5053	1	4276,4626,4715,4717
7942	5151	1	4626,4715,4717,5053
7942	5166	1	4715,4717,5053,5151
7942	5298	1	4717,5053,5151,5166
7942	5334	1	5053,5151,5166,5298
7942	5522	1	5151,5166,5298,5334
7942	5564	1	5166,5298,5334,5522
7942	6606	1	5298,5334,5522,5564
7942	7001	1	5334,5522,5564,6606
7942	7713	1	5522,5564,6606,7001
7942	10123	1	5564,6606,7001,7713
7942	10626	1	6606,7001,7713,10123
8063	8236	1	9457,9590,9725,8730
8476	10706	1	2616,917,10670,3712
8664	1636	1	8730,9468,8727,9456
8673	5437	1	5713,4087,6981,9947
9015	5219	1	444,2289,2808,3848
9015	5220	1	2289,2808,3848,5219
9015	7657	1	2808,3848,5219,5220
9015	8313	1	3848,5219,5220,7657
9677	10661	1	8744,10424,8737,10163
9986	7491	1	3891,8032,7078,7490
9986	9977	1	8032,7078,7490,7491
10041	3635	1	7712,2616,6629,2112
10041	10300	1	2616,6629,2112,3635
10049	5523	1	9306,3420,4231,7122
10049	9049	1	3420,4231,7122,5523
10587	7633	1	2376,2175,6287,3154
10661	917	1	9885,10168,9883,10318
10661	10303	1	10168,9883,10318,917
11055	10528	1	1245,3802,1262,10384
11064	5482	1	10528,437,1675,4398
11212	2101	1	125,267,549,1321
11890	6088	1	7874,5043,1328,135
12005	4217	1	2244,2126,2823,9454
12019	3331	1	1867,1998,947,957
12702	7571	1	5932,5165,7494,7746
13354	1407	1	2821,7057,13,6030
13890	10529	1	9590,8686,5253,9961
14429	5698	1	4246,7851,849,1987
14429	8550	1	7851,849,1987,5698
15045	10385	1	3843,7597,2236,2238
15482	8557	1	422,1460,5967,10319
15482	8561	1	1460,5967,10319,8557
15612	10318	1	4933,109,9588,9883
15612	10319	1	109,9588,9883,10318
16040	5762	1	1510,4527,4388,8537
16149	8558	1	3658,3818,6442,10564
16310	5244	1	3605,3297,4016,6964
16310	5881	1	3297,4016,6964,5244
16788	1509	1	2241,593,1772,4703
17147	10384	1	8005,9457,8727,9592
17479	7033	1	945,3144,5109,6454
17725	6727	1	331,2648,5665,5823
17961	745	1	4042,9713,553,1935
18030	10020	1	3592,9365,6397,7805
18205	7753	1	51,3688,7633,4001
18469	6784	1	8476,8497,6402,10103
18877	4465	1	2037,2653,8124,8296
18877	5040	1	2653,8124,8296,4465
18877	9338	1	8124,8296,4465,5040
19138	6465	1	6486,6727,7227,9625
19138	6471	1	6727,7227,9625,6465
20029	10706	1	6433,9588,9583,8561
20599	3376	1	10315,8067,7531,2757
20768	4079	1	4197,9509,7652,9530
20768	5662	1	9509,7652,9530,4079
20768	6715	1	7652,9530,4079,5662
20768	7646	1	9530,4079,5662,6715
21569	10529	1	6537,9885,688,1260
1167	10564	1	9883,10318,10390,10565
1352	8558	1	8658,9590,8727,9350
2327	8676	1	6003,8559,9588,8644
2599	4398	1	4811,6260,5412,5987
2881	10273	1	4592,1289,2833,7684
3133	7352	1	4275,5754,6292,7332
3154	3994	1	4321,1675,6920,2319
3361	5588	1	4132,8199,9397,9595
3361	9883	1	8199,9397,9595,5588
3361	10320	1	9397,9595,5588,9883
3458	8534	1	6613,4505,4375,4377
3620	3460	1	6997,9884,4011,6311
3620	5487	1	9884,4011,6311,3460
3620	5619	1	4011,6311,3460,5487
3620	6956	1	6311,3460,5487,5619
3620	7850	1	3460,5487,5619,6956
4125	7342	1	8054,8055,2608,7716
4241	3994	1	8190,9586,9591,6380
4241	9456	1	9586,9591,6380,3994
4241	9885	1	9591,6380,3994,9456
5110	10703	1	3797,6435,9588,9591
5332	7682	1	9585,9590,9457,10390
5606	1543	1	8038,8234,3218,9741
5755	10390	1	8559,8730,9903,7811
5904	1023	1	7132,7493,20,181
5904	4037	1	7493,20,181,1023
5904	4699	1	20,181,1023,4037
5904	4858	1	181,1023,4037,4699
5904	5630	1	1023,4037,4699,4858
5904	8050	1	4037,4699,4858,5630
6456	9936	1	8712,2430,4522,7128
6687	8215	1	6260,4030,8688,10302
7727	10706	1	9266,9592,9961,9251
8240	6331	1	3713,1822,7665,331
8538	3591	1	44,8970,8727,9460
9248	10200	1	9460,10320,9883,10703
10019	4869	1	3541,5488,5777,1615
10019	7698	1	5488,5777,1615,4869
10019	7700	1	5777,1615,4869,7698
10019	7701	1	1615,4869,7698,7700
10019	7717	1	4869,7698,7700,7701
10137	750	1	9899,10586,3474,9836
10137	3383	1	10586,3474,9836,750
10137	8593	1	3474,9836,750,3383
10137	8737	1	9836,750,3383,8593
10137	9702	1	750,3383,8593,8737
10137	10192	1	3383,8593,8737,9702
10137	10587	1	8593,8737,9702,10192
10137	10835	1	8737,9702,10192,10587
10648	7200	1	4503,4903,5583,5584
11459	331	1	7651,8610,7652,2501
11459	5809	1	8610,7652,2501,331
11714	7574	1	3527,331,4097,7529
11849	10440	1	882,3210,844,4859
11884	7436	1	7727,3068,3075,7683
12379	1677	1	7251,7252,7224,4858
13007	9176	1	3097,7307,8816,8590
13540	3958	1	3941,9205,2653,9762
13540	4070	1	9205,2653,9762,3958
13540	9847	1	2653,9762,3958,4070
13540	10148	1	9762,3958,4070,9847
13540	10236	1	3958,4070,9847,10148
14354	7682	1	1446,7075,8971,8730
14354	8236	1	7075,8971,8730,7682
14388	10387	1	8841,9590,9252,9350
14494	3669	1	109,181,2480,2708
15209	10287	1	4255,5155,3985,1670
15373	1716	1	6809,8124,8632,10100
15373	8136	1	8124,8632,10100,1716
15373	10106	1	8632,10100,1716,8136
15827	8652	1	8180,9763,9792,10100
15903	10506	1	4652,4725,6114,5895
15976	9802	1	93,1718,2244,9778
16347	10566	1	9588,9582,9583,9589
16347	10568	1	9582,9583,9589,10566
16350	10301	1	7131,8585,8688,2618
16662	7612	1	6489,6727,6450,6458
16693	9760	1	3260,7475,8927,9472
18080	8562	1	8730,9961,921,5624
18080	10318	1	9961,921,5624,8562
18162	7065	1	7330,7411,7432,9474
18885	10291	1	9585,9885,2836,10319
19411	10281	1	6003,8730,9883,5783
19755	6124	1	586,663,9244,659
20402	10399	1	4557,6642,685,390
21569	5783	1	9885,688,1260,10529
22248	7652	1	9930,2003,6747,7650
312	2112	1	7912,7075,9592,10402
1712	7397	1	9441,9289,1536,6734
2788	5861	1	7458,7224,3977,8127
2788	6046	1	7224,3977,8127,5861
2788	6234	1	3977,8127,5861,6046
2788	7246	1	8127,5861,6046,6234
2788	7672	1	5861,6046,6234,7246
3278	8289	1	915,3767,4061,150
5334	6338	1	3104,3898,4848,6521
5341	379	1	6841,9552,8719,8720
5389	10283	1	9884,10320,10318,8560
5904	1675	1	4699,4858,5630,8050
5904	2513	1	4858,5630,8050,1675
5904	5244	1	5630,8050,1675,2513
5904	10206	1	8050,1675,2513,5244
6003	7033	1	1762,1813,6903,7430
6380	52	1	9592,9885,9252,9350
6380	9702	1	9885,9252,9350,52
6571	5826	1	7817,3551,9084,2693
6968	7956	1	5328,8491,5182,6212
6968	8827	1	8491,5182,6212,7956
7334	1935	1	575,4037,5192,8313
8370	10301	1	9904,9884,10302,10390
9022	10291	1	8730,1490,9550,9468
9203	5141	1	7266,7283,8584,4465
9208	1902	1	8727,6049,9918,10300
9627	8177	1	215,391,3856,7220
9719	7884	1	2911,3401,4786,6973
9772	9899	1	8824,5098,5578,8985
10010	4748	1	7072,5413,7905,3984
10010	8761	1	5413,7905,3984,4748
10137	8507	1	9702,10192,10587,10835
10570	10292	1	2519,4013,5948,10383
10647	10569	1	9883,10702,10303,917
11741	6998	1	2637,2648,4229,5727
11886	9778	1	169,174,7993,9400
11896	10384	1	9457,7077,9165,8560
12046	2513	1	4634,2558,2074,852
12980	7435	1	1076,1085,1064,1019
14639	10559	1	9583,8688,7995,10564
14639	10562	1	8688,7995,10564,10559
14932	4340	1	2337,2001,2633,6451
15123	917	1	9589,9252,9885,9884
15123	8562	1	9252,9885,9884,917
15123	8676	1	9885,9884,917,8562
15123	10318	1	9884,917,8562,8676
15482	8564	1	5967,10319,8557,8561
15550	4640	1	6433,4373,2616,10402
15601	518	1	9964,4710,8677,4198
15601	1740	1	4710,8677,4198,518
15976	3011	1	1718,2244,9778,9802
16149	10107	1	3818,6442,10564,8558
16197	8215	1	6548,8557,9266,2112
16834	9756	1	7106,7368,7381,8633
17026	2280	1	3107,2446,1521,8438
17473	7682	1	4483,6260,9592,7995
17473	8236	1	6260,9592,7995,7682
17690	8585	1	768,5523,7437,8406
18051	8860	1	1205,4209,6472,7478
18485	917	1	914,6849,8557,8971
19793	3712	1	3889,9584,10320,5783
19793	10107	1	9584,10320,5783,3712
20452	3443	1	9850,9853,5926,3745
20452	4973	1	9853,5926,3745,3443
20473	3890	1	133,8550,7332,1254
20473	5192	1	8550,7332,1254,3890
20473	9394	1	7332,1254,3890,5192
20541	10301	1	1521,2304,916,10169
21079	6462	1	10087,5783,6467,6060
21079	9598	1	5783,6467,6060,6462
21932	4087	1	3875,390,6678,3190
22192	10111	1	7478,8061,9071,9360
56	9292	1	7479,3113,8416,7972
197	9590	1	9266,9457,9595,9456
216	1481	1	2550,474,5200,7806
216	2860	1	474,5200,7806,1481
216	4543	1	5200,7806,1481,2860
216	9165	1	7806,1481,2860,4543
216	10367	1	1481,2860,4543,9165
390	8712	1	149,489,2605,2606
2766	1902	1	4367,5820,1245,1254
3001	8215	1	3879,4679,6433,8783
3172	8558	1	2616,9885,2618,10319
3172	10291	1	9885,2618,10319,8558
3226	6727	1	1847,8380,436,3075
3432	9918	1	7155,2329,2349,9261
4041	10703	1	9885,2618,2619,9883
4054	6809	1	6484,7481,8357,6245
4054	9429	1	7481,8357,6245,6809
4368	4583	1	1162,5343,5427,1204
4785	10670	1	2068,6113,9583,10561
4795	8511	1	2720,2071,5939,2788
5119	7732	1	4260,1696,2679,1522
5880	7918	1	6403,8194,6434,7917
6232	7274	1	1521,2312,3565,6182
7622	7633	1	1474,2544,3747,4102
7730	6283	1	4494,3974,4263,2747
7777	2200	1	919,2484,238,356
7777	4574	1	2484,238,356,2200
8770	8969	1	3909,8824,9369,10148
9225	9205	1	2121,2788,4210,8086
10401	2648	1	252,6008,6872,3648
11160	3115	1	1081,2517,383,1428
11578	2217	1	40,9242,6719,9234
11884	10368	1	3068,3075,7683,7436
12299	10384	1	8727,9595,2616,9252
12379	1500	1	7252,7224,4858,1677
12572	7682	1	7216,446,5799,9592
12572	8236	1	446,5799,9592,7682
12580	5487	1	3507,3117,2421,5251
13109	10559	1	7074,9583,9590,8561
13109	10562	1	9583,9590,8561,10559
13561	1234	1	5405,402,545,8193
13724	5528	1	6733,5253,10301,8146
13745	10134	1	10535,3907,8851,9369
14346	39	1	4480,5712,7122,9208
14346	40	1	5712,7122,9208,39
14346	476	1	7122,9208,39,40
14346	5412	1	9208,39,40,476
14346	5415	1	39,40,476,5412
14346	5897	1	40,476,5412,5415
14346	8816	1	476,5412,5415,5897
14851	5713	1	5175,2480,5123,8255
14851	10137	1	2480,5123,8255,5713
15393	6193	1	3513,9053,8711,9079
15510	8320	1	400,7277,393,4465
15976	5967	1	2244,9778,9802,3011
16764	2792	1	6102,241,4663,8928
17117	10040	1	1856,2006,2641,3181
18269	10384	1	3348,5511,8727,8561
18789	1012	1	849,3964,4557,2605
19513	5783	1	9266,8730,9725,8727
19783	10528	1	9350,9252,10562,10385
20221	7617	1	9294,6808,8150,9360
20666	10387	1	9595,9594,9591,9583
20940	2605	1	1521,5040,2299,5095
21081	9609	1	5684,822,853,6325
8	2939	1	5381,457,2420,4277
38	10528	1	8559,9585,9590,9592
38	10561	1	9585,9590,9592,10528
295	4720	1	1427,10410,2684,7345
1244	10302	1	166,4488,9725,3005
2002	9303	1	8683,2486,2487,6823
2041	132	1	240,2241,2758,3106
2971	3712	1	9458,2616,8925,9883
3226	2899	1	8380,436,3075,6727
5439	5207	1	10011,8747,2175,5510
5521	3926	1	2523,2869,7419,2565
5690	3474	1	3761,376,2019,2146
5718	727	1	545,3424,5023,10587
5718	1768	1	3424,5023,10587,727
5718	3222	1	5023,10587,727,1768
5718	7812	1	10587,727,1768,3222
6147	10302	1	8198,9885,10168,9961
6369	10529	1	9591,7811,8676,2112
6385	10387	1	6599,9253,10319,10291
6499	1392	1	8382,8362,4329,3994
6499	2423	1	8362,4329,3994,1392
6991	6458	1	4387,1529,8020,6450
6991	7991	1	1529,8020,6450,6458
8595	10702	1	8971,2684,8289,10291
8961	1245	1	148,5044,2807,1413
10037	2616	1	8005,8971,9459,9593
10037	8727	1	8971,9459,9593,2616
10037	9350	1	9459,9593,2616,8727
10137	6171	1	10192,10587,10835,8507
10137	10836	1	10587,10835,8507,6171
10401	9864	1	6008,6872,3648,2648
10948	3218	1	2722,442,4324,5308
11198	7824	1	4415,3055,2513,5230
12113	10417	1	4387,9613,10423,10202
13242	7746	1	2513,7382,8569,5713
13334	6354	1	4336,3787,1444,7239
14177	10302	1	9590,9725,8727,10169
14923	1109	1	5528,6397,7599,10180
15222	1720	1	6659,3532,6011,390
15222	7725	1	3532,6011,390,1720
15222	10399	1	6011,390,1720,7725
15222	10780	1	390,1720,7725,10399
15903	10200	1	4725,6114,5895,10506
16317	10283	1	3715,9458,3539,7333
17433	8816	1	9331,1622,4442,4110
18080	7059	1	921,5624,8562,10318
18330	7728	1	6244,6248,9982,7409
18707	10300	1	6870,7079,8555,7958
19397	10105	1	5528,5577,8816,5288
19507	7849	1	4081,4110,4131,7266
19507	8755	1	4110,4131,7266,7849
19653	6911	1	2714,5147,5154,8449
20028	2112	1	9587,9595,8727,9885
20285	8427	1	3895,5188,431,2310
20305	2367	1	5053,1349,10370,9935
20450	10701	1	6115,8841,9459,9467
20765	4881	1	2298,673,675,8883
21693	10694	1	4653,9585,9592,10402
22248	727	1	2003,6747,7650,7652
537	10292	1	3070,1649,1406,4813
574	6985	1	7592,8986,2987,5575
1907	8843	1	8498,6786,10042,10043
2137	1896	1	268,426,6203,7983
2137	2319	1	426,6203,7983,1896
2859	9990	1	8329,9465,9767,9515
3226	7578	1	436,3075,6727,2899
3377	8467	1	6691,832,1172,2648
3404	502	1	136,3537,4231,4768
3464	2616	1	9467,9460,9593,9594
3464	2620	1	9460,9593,9594,2616
3837	900	1	2501,2722,2599,6654
3839	9119	1	9018,5641,8151,8801
3839	9573	1	5641,8151,8801,9119
4226	10385	1	7074,69,7668,8559
4536	7682	1	9593,9885,2620,9883
4536	10565	1	9885,2620,9883,7682
5018	2972	1	5808,4993,5030,9312
5119	8215	1	1696,2679,1522,7732
5119	8236	1	2679,1522,7732,8215
5320	10051	1	5098,4398,8510,9855
5358	2987	1	8782,9528,2244,7594
5370	241	1	1331,4389,2094,8958
5571	9525	1	1824,3282,4185,7917
5606	9201	1	8234,3218,9741,1543
5682	10303	1	63,6434,7916,8727
5710	7238	1	5083,8583,200,1307
5710	7239	1	8583,200,1307,7238
5710	7241	1	200,1307,7238,7239
5772	10397	1	8712,4942,6244,9071
5949	5049	1	9885,9883,10301,8560
6430	8033	1	4487,5133,6080,7854
6456	1527	1	2430,4522,7128,9936
6820	5698	1	2172,2646,1675,314
7329	10695	1	7675,8730,8727,2616
7329	10697	1	8730,8727,2616,10695
8418	3087	1	5705,3301,4942,6445
8622	9885	1	9397,9252,9350,10168
9233	8150	1	2655,3315,4664,5098
9233	8352	1	3315,4664,5098,8150
9233	8905	1	4664,5098,8150,8352
9238	10300	1	8971,9595,861,8727
9504	11146	1	7984,4083,5459,10458
9566	10562	1	7841,7447,8730,10559
10089	2112	1	9595,8727,9592,7544
10181	1228	1	1902,1532,2577,2447
10863	8331	1	5385,5811,5924,2731
11059	553	1	2029,2377,6543,7821
11059	922	1	2377,6543,7821,553
11131	7981	1	1773,8243,4521,7333
11234	10136	1	165,6180,1988,4456
12174	10440	1	6623,7169,7176,9580
12703	10303	1	9589,9458,9593,9592
12977	7290	1	5517,7122,7759,7766
13477	7682	1	8727,9885,10320,8558
13724	7179	1	5253,10301,8146,5528
14343	8421	1	282,8936,846,6461
14343	8918	1	8936,846,6461,8421
14343	9079	1	846,6461,8421,8918
14466	10301	1	4152,4653,5826,9350
14524	917	1	9586,9591,10320,10670
14524	10385	1	9591,10320,10670,917
14707	8393	1	2762,2987,5936,6679
14905	6646	1	6727,307,7136,983
15397	4237	1	4184,9538,9540,9547
15576	8092	1	1055,3609,2053,4559
16066	1490	1	5344,6727,2580,5019
16066	5987	1	6727,2580,5019,1490
16651	8676	1	8727,9592,9591,10318
17984	3190	1	4037,5501,8108,8992
18117	10131	1	10130,8643,8958,4560
18159	8951	1	3689,5973,2647,3802
18161	55	1	9172,6192,2374,3252
19025	6311	1	6862,7651,5832,1215
19025	8478	1	7651,5832,1215,6311
19025	8559	1	5832,1215,6311,8478
19068	5783	1	9397,1649,7682,10300
19311	8927	1	2848,5243,6702,8646
21603	7996	1	5505,3830,64,4347
21664	8215	1	3816,3171,3173,10402
21664	8236	1	3171,3173,10402,8215
22058	2062	1	844,998,403,707
22248	6365	1	6747,7650,7652,727
240	9210	1	4571,2044,8198,1647
1242	1489	1	98,96,7812,9308
1325	9967	1	1210,1441,4920,897
1325	10280	1	1441,4920,897,9967
1337	827	1	117,2367,9304,5861
1337	5295	1	2367,9304,5861,827
1387	10506	1	8658,9585,9460,9589
1452	7166	1	6615,1777,2473,2792
1486	2491	1	2513,3768,5665,6242
2270	10300	1	7958,8555,9004,8730
2528	4779	1	3941,3956,3958,4664
2528	4949	1	3956,3958,4664,4779
2528	6082	1	3958,4664,4779,4949
2528	6097	1	4664,4779,4949,6082
2528	7302	1	4779,4949,6082,6097
2528	8103	1	4949,6082,6097,7302
2528	8281	1	6082,6097,7302,8103
2528	8621	1	6097,7302,8103,8281
2528	8824	1	7302,8103,8281,8621
2528	8969	1	8103,8281,8621,8824
2528	9038	1	8281,8621,8824,8969
2528	9909	1	8621,8824,8969,9038
2528	10111	1	8824,8969,9038,9909
2528	10351	1	8969,9038,9909,10111
2877	5984	1	3305,4097,3307,8616
2918	7682	1	9593,9252,9350,10282
2918	10530	1	9252,9350,10282,7682
3833	8281	1	7532,8969,5098,9455
3833	8824	1	8969,5098,9455,8281
5525	4829	1	3118,2181,6855,1719
6741	10693	1	5967,8005,3529,5253
6741	10707	1	8005,3529,5253,10693
7012	7995	1	8841,8970,9266,9468
7012	8236	1	8970,9266,9468,7995
7047	5040	1	3726,1870,3636,2811
7093	7653	1	8903,8401,738,5046
7093	8167	1	8401,738,5046,7653
7093	9289	1	738,5046,7653,8167
7093	9816	1	5046,7653,8167,9289
7171	4387	1	438,3309,9055,2525
7208	3829	1	3230,8835,2133,5207
7346	5783	1	7912,8970,9550,8727
8334	10300	1	9584,8730,8644,7811
9346	9441	1	2949,3688,1497,9778
9533	10390	1	9266,9456,9595,9592
9793	10287	1	6868,3466,6975,2030
10108	10390	1	6613,8970,8971,9457
10119	7682	1	6435,8730,9595,10402
10119	10529	1	8730,9595,10402,7682
11001	10707	1	9592,9460,9961,10291
11206	6857	1	3152,521,2000,1228
11583	7682	1	4713,8215,10040,10301
11655	2112	1	6260,8559,10168,10402
11897	10530	1	9588,9592,7544,8688
12074	917	1	9593,8727,9883,9251
12217	8353	1	4387,4209,6486,7613
13311	110	1	4908,4720,6289,8090
13514	10291	1	9586,9595,9252,9350
13575	9443	1	4218,7794,468,6799
13738	5794	1	8451,9958,2673,5787
13738	9951	1	9958,2673,5787,5794
13738	9952	1	2673,5787,5794,9951
13738	9953	1	5787,5794,9951,9952
13893	8558	1	4679,6115,5987,9883
14219	6026	1	2807,5820,4094,4142
14431	10528	1	387,6727,9582,8044
14863	10530	1	7075,7912,9595,10168
14863	10700	1	7912,9595,10168,10530
15222	714	1	1720,7725,10399,10780
15364	6486	1	1190,6489,9625,11473
15364	8347	1	6489,9625,11473,6486
15417	507	1	1971,4708,4185,7795
15903	3712	1	6114,5895,10506,10200
15976	5079	1	9778,9802,3011,5967
16176	10387	1	4040,4271,8727,9592
16441	10873	1	8128,428,5723,7820
17040	7723	1	9282,408,279,1779
17040	10085	1	408,279,1779,7723
17125	6727	1	2506,4580,6413,7128
17373	1952	1	3668,5438,1336,8380
17373	3539	1	5438,1336,8380,1952
17405	917	1	9885,8738,8227,5555
17405	3712	1	8738,8227,5555,917
17434	2215	1	8415,8268,2469,8267
17434	3469	1	8268,2469,8267,2215
17434	6455	1	2469,8267,2215,3469
17434	6613	1	8267,2215,3469,6455
17434	9586	1	2215,3469,6455,6613
17709	1490	1	6585,7276,9338,738
17726	8643	1	10198,1332,5003,8512
17853	7743	1	1521,4996,6627,468
18885	10560	1	9885,2836,10319,10291
19047	8581	1	907,1856,8646,4172
19055	10291	1	9459,8730,9725,9883
20055	5250	1	3780,7522,6753,8487
20133	10701	1	4040,5294,6434,10200
20177	3712	1	8658,9005,8727,9550
20660	5308	1	306,585,2745,307
21041	5812	1	1953,2410,793,3362
21090	6274	1	1563,1171,4232,6263
21129	7677	1	1568,5119,2933,3008
21209	2648	1	2217,6521,6554,159
21295	10300	1	3348,2616,10301,10303
22055	10302	1	9585,5369,2346,8
22145	9360	1	3439,6410,6472,6475
22160	10092	1	8970,401,39,8243
22248	9802	1	7650,7652,727,6365
121	9471	1	2299,3159,4369,5306
247	10200	1	4653,6260,9582,5783
247	10385	1	6260,9582,5783,10200
547	2135	1	2029,2032,2041,2294
601	3860	1	3852,44,20,5295
1091	1557	1	2792,174,4571,7033
1091	9451	1	174,4571,7033,1557
1465	917	1	8730,9456,9885,10318
1949	985	1	7043,1205,7919,8804
2201	1200	1	2501,6841,1245,6727
2427	10506	1	6434,7447,9004,8727
2614	3712	1	2599,3889,8730,9252
2646	10291	1	968,9584,9589,10384
2646	10559	1	9584,9589,10384,10291
2831	10701	1	5826,9467,4567,10568
2901	7610	1	6749,6751,6901,235
2901	8061	1	6751,6901,235,7610
2901	10503	1	6901,235,7610,8061
3169	10116	1	1227,3950,8733,9224
3251	8702	1	887,940,1522,4465
4139	10607	1	8347,9651,10034,10111
5166	115	1	9468,10080,9591,7171
5254	6434	1	7075,4443,6766,7916
5286	4567	1	8557,8458,9885,10402
5358	8583	1	9528,2244,7594,2987
5358	9262	1	2244,7594,2987,8583
5606	5990	1	3218,9741,1543,9201
5827	10564	1	1623,8727,9885,9460
6064	10706	1	2114,4725,5294,5967
6147	10530	1	9885,10168,9961,10302
6150	10282	1	3658,4025,7079,9459
6329	10698	1	532,4040,5968,7675
6669	1516	1	4497,821,6855,5464
6831	7096	1	1245,1213,4717,5944
6935	5382	1	422,4598,2215,4666
6958	8562	1	8557,7075,8730,10300
6958	10200	1	7075,8730,10300,8562
7265	10559	1	9594,9584,8727,10560
7462	10385	1	6433,6870,7079,10320
7723	5348	1	57,1669,1696,3397
8190	8737	1	8071,9974,8738,8915
8190	10192	1	9974,8738,8915,8737
8344	10561	1	6108,3995,859,2110
8483	2112	1	7792,8005,9459,9582
8483	10530	1	8005,9459,9582,2112
9449	5528	1	7072,5034,9328,9784
9449	6974	1	5034,9328,9784,5528
10460	1293	1	4041,748,1623,8727
10995	917	1	8970,8730,9583,10319
10995	10291	1	8730,9583,10319,917
11044	2112	1	8841,9266,8730,7995
11094	10302	1	8730,9585,9459,9350
11314	5783	1	9590,9595,9592,10168
11368	8180	1	4899,6535,7570,8823
11445	10530	1	7080,7447,10282,10302
11567	917	1	9458,9467,9460,9592
11567	10564	1	9467,9460,9592,917
11833	8558	1	8557,9585,9590,2112
11833	10385	1	9585,9590,2112,8558
11878	4439	1	9595,9252,9350,9885
12027	5994	1	185,598,3411,5848
12027	6805	1	598,3411,5848,5994
12027	9526	1	3411,5848,5994,6805
12027	9598	1	5848,5994,6805,9526
12252	10303	1	8074,9583,9588,9460
12270	10282	1	9350,9252,9885,10301
12270	10564	1	9252,9885,10301,10282
12389	5406	1	4006,7256,2787,1137
12767	9592	1	8559,8727,9595,9885
12827	17	1	4653,5475,5511,6727
12827	5783	1	5475,5511,6727,17
13103	9885	1	4041,5768,8971,9459
13103	10200	1	5768,8971,9459,9885
13244	7682	1	3843,9350,9252,9883
13244	10385	1	9350,9252,9883,7682
13586	8215	1	7074,9266,9583,9460
13586	10390	1	9266,9583,9460,8215
13714	331	1	951,1440,1488,6198
13923	9329	1	498,2319,2360,6906
14143	5885	1	721,8662,8663,9676
15379	8560	1	1345,8727,8644,9883
15379	8561	1	8727,8644,9883,8560
15421	4735	1	135,387,1261,3038
15421	6756	1	387,1261,3038,4735
15450	10564	1	8074,7294,8515,9467
15719	8236	1	4651,5768,5881,9252
15738	10384	1	7911,8687,10291,10387
15827	7977	1	9763,9792,10100,8652
15874	10528	1	9588,9398,8727,9883
16093	2165	1	5392,1227,41,1854
16201	3336	1	2300,2420,3182,8557
16476	7682	1	451,8727,8688,7995
16476	8558	1	8727,8688,7995,7682
16476	10303	1	8688,7995,7682,8558
16826	917	1	9266,8644,8688,9885
16826	3712	1	8644,8688,9885,917
17400	4127	1	4426,6843,9054,9774
17450	7682	1	1166,6297,4005,8290
17716	5253	1	5348,4052,7912,7995
17747	2444	1	4383,7187,790,8835
17747	3231	1	7187,790,8835,2444
17747	5989	1	790,8835,2444,3231
18156	10609	1	2922,4735,7821,9676
18434	9562	1	1816,7861,8159,8827
18595	10333	1	4866,640,644,10281
18649	10283	1	7675,8555,9460,10318
18723	8676	1	9586,9591,2616,9885
18759	1937	1	4786,1189,3218,5994
18807	8988	1	3530,8046,7683,8750
18807	10522	1	8046,7683,8750,8988
18861	9253	1	5895,7792,6260,9398
18861	9883	1	7792,6260,9398,9253
18863	9728	1	1240,4385,4118,1365
18863	9729	1	4385,4118,1365,9728
19906	10169	1	5356,7039,9592,10168
19922	3712	1	9885,8462,10169,5033
19922	10291	1	8462,10169,5033,3712
20221	8969	1	6808,8150,9360,7617
20402	2244	1	6642,685,390,10399
20666	10301	1	9594,9591,9583,10387
20955	3712	1	9397,9468,9590,9885
20955	10200	1	9468,9590,9885,3712
21079	2095	1	6467,6060,6462,9598
21602	9253	1	9459,9588,9252,9350
21704	10200	1	8971,8555,9468,9885
21775	10697	1	3952,4678,5820,9595
21815	10283	1	3889,9593,8856,10319
22095	10701	1	7079,6849,7916,8730
22253	3712	1	8730,9586,9589,9460
22256	10693	1	2114,3560,681,7675
216	3567	1	2860,4543,9165,10367
216	3574	1	4543,9165,10367,3567
216	4254	1	9165,10367,3567,3574
1791	10737	1	5256,7281,8782,10588
2368	5275	1	727,2045,2735,4316
2859	8150	1	9465,9767,9515,9990
2859	8801	1	9767,9515,9990,8150
2859	9110	1	9515,9990,8150,8801
3057	9588	1	3142,7790,8237,6283
3558	10301	1	5768,1494,1538,9550
4321	8036	1	7371,7477,8802,3591
4792	2020	1	715,1487,1535,1676
4792	2559	1	1487,1535,1676,2020
5320	3315	1	4398,8510,9855,10051
5320	4173	1	8510,9855,10051,3315
5320	6325	1	9855,10051,3315,4173
5320	11512	1	10051,3315,4173,6325
5404	10385	1	2300,2664,4040,5536
6037	2949	1	8426,2978,8086,1245
6037	5294	1	2978,8086,1245,2949
6310	2987	1	9465,8382,8633,8969
6310	4209	1	8382,8633,8969,2987
6310	5570	1	8633,8969,2987,4209
6310	5571	1	8969,2987,4209,5570
6310	5575	1	2987,4209,5570,5571
6310	7359	1	4209,5570,5571,5575
6310	7730	1	5570,5571,5575,7359
6310	8151	1	5571,5575,7359,7730
6310	8824	1	5575,7359,7730,8151
6310	9701	1	7359,7730,8151,8824
6310	9895	1	7730,8151,8824,9701
6310	9989	1	8151,8824,9701,9895
6310	10262	1	8824,9701,9895,9989
6310	10321	1	9701,9895,9989,10262
6310	10579	1	9895,9989,10262,10321
