uid	iid	label	sequence
3812	6321	1	4843,5755,6320,6234
3812	6601	1	5755,6320,6234,6321
4087	6321	1	4843,5694,6234,5899
4087	6602	1	5694,6234,5899,6321
4137	6602	1	5954,6368,6233,6341
4137	6832	1	6368,6233,6341,6602
4369	6601	1	3300,6320,2135,3621
4373	6601	1	5686,6154,6155,6233
4373	6602	1	6154,6155,6233,6601
4872	6321	1	436,5364,6233,5335
5320	6321	1	3579,3597,3600,4843
5389	6601	1	4928,3252,6345,154
5389	6602	1	3252,6345,154,6601
5389	6892	1	6345,154,6601,6602
5454	6321	1	5063,452,6155,6180
5454	6601	1	452,6155,6180,6321
5638	6832	1	3600,2415,2586,6155
5985	6602	1	3923,4119,6154,7154
6232	3419	1	3032,4572,3117,4107
6296	1988	1	4606,3155,416,6321
6296	5777	1	3155,416,6321,1988
6306	6321	1	5063,4843,5355,6234
7719	6602	1	4833,1341,4117,4118
8071	6321	1	6236,5335,6318,6234
8125	6601	1	3817,2677,1243,6318
8155	6601	1	4926,5905,6155,6237
8160	6602	1	3283,3523,2005,6601
8335	6602	1	6345,2720,4998,6237
8367	6602	1	4060,6155,6154,5954
8521	6602	1	4933,5355,5686,6318
8599	1184	1	2006,2037,2007,3104
9159	6601	1	6200,6155,5694,6832
9312	2920	1	2053,2266,599,377
9317	6601	1	4510,5686,5711,6319
9545	6602	1	2116,690,707,6319
10607	6321	1	4095,4093,5686,6318
10642	6602	1	3965,6136,5686,6135
10736	6602	1	3966,5355,5905,6234
11065	6602	1	5620,5355,6180,6289
11147	6832	1	5063,4933,6155,6318
11223	6601	1	6180,6320,6237,6233
11416	2651	1	380,483,1675,1868
11828	6602	1	6180,5905,6154,6319
12085	6601	1	6237,6318,6341,6321
12986	6602	1	3964,4160,6368,6318
13123	5082	1	2758,1922,3203,5402
13158	6602	1	6237,484,6236,5686
13457	6602	1	6155,6154,5694,5335
13628	6601	1	1960,4357,6237,6236
13647	6237	1	6155,5364,6234,6318
13649	1667	1	4911,4383,5017,4900
13834	6341	1	5891,5686,6154,6345
13936	6832	1	4833,1243,6155,4843
14090	6321	1	3787,1243,6180,6237
14172	6601	1	2677,5381,5905,6345
14222	6602	1	5334,4843,6345,6318
14402	6321	1	882,607,3126,1334
14516	6321	1	835,6341,6237,6233
13	6601	1	5355,6180,6318,6234
243	6601	1	2580,2565,2736,3579
495	6602	1	6341,5364,6237,6234
826	6602	1	1243,5686,5023,6320
856	6601	1	2736,1096,4843,6320
1093	4165	1	3276,1468,2535,2537
1107	6602	1	6236,6237,6341,6345
1141	6602	1	6180,6154,6368,6237
1420	6602	1	2635,2736,3579,2433
1474	6602	1	6345,6234,6318,6321
1581	6602	1	4926,5355,6233,6345
1760	6832	1	6155,6341,6237,6234
1790	6602	1	6320,6237,6233,6318
1950	6602	1	5686,4843,6319,6236
1993	6321	1	2581,2736,3596,2433
2298	6602	1	2624,3320,2678,4095
2343	6321	1	3747,3964,6154,6368
2633	6602	1	3817,5686,6154,5364
2849	6321	1	5755,6345,6236,6341
2888	6601	1	3962,2678,4091,6155
2966	6602	1	4095,4090,6154,6368
3188	2369	1	3202,3621,3622,5849
3202	6602	1	6180,6320,6368,6236
3346	6602	1	6237,6319,6234,6318
3367	6601	1	4244,4926,4933,6237
3754	6321	1	4642,5355,4843,6368
4106	6321	1	5891,5686,6180,6237
4174	6749	1	5027,1725,2109,4666
4838	6601	1	5686,6319,6237,6318
4965	6602	1	6341,6345,6237,6318
5256	6601	1	3756,1243,5355,6155
5479	4553	1	4551,5195,5196,3454
5560	3189	1	4214,1509,1870,1871
5588	6601	1	4583,6155,6200,6368
5796	6602	1	6155,5364,6237,6318
5840	6601	1	178,1629,5355,6319
6045	6601	1	6154,6155,6319,6233
6378	6602	1	1688,4095,5364,6236
6631	6321	1	5905,5954,6200,6341
6689	6832	1	6136,2155,3554,3769
6845	6602	1	6345,5364,6318,5335
6858	6832	1	1096,3817,2969,6136
6886	6601	1	3817,4091,5381,6345
7022	1588	1	635,5202,1603,6361
7084	6601	1	1088,3817,2678,5355
7793	6234	1	3817,5686,6154,6368
7849	6236	1	4244,4321,1243,5905
7849	6601	1	4321,1243,5905,6236
7849	6602	1	1243,5905,6236,6601
7964	3519	1	5123,977,3166,3409
8289	1264	1	1243,4930,5355,5694
8328	5905	1	4927,5355,6154,6155
8719	6832	1	1243,3868,4641,6237
8756	1019	1	840,3247,3734,916
8756	5930	1	3247,3734,916,1019
9276	6601	1	6341,6318,6234,6832
9296	6602	1	4095,1243,5355,6368
9374	57	1	4541,1703,1708,1385
9609	6772	1	3615,3758,4322,4938
9711	6602	1	1409,1960,3844,5355
10171	6321	1	6136,5905,6154,6155
10261	6318	1	4891,2986,4843,5364
10261	6602	1	2986,4843,5364,6318
10441	6602	1	6319,6345,6368,5301
10615	6601	1	4933,5686,5950,6345
11013	6602	1	2678,4093,4090,5063
11061	6602	1	3596,3579,6320,6154
11392	6602	1	5905,3026,3910,5950
11412	335	1	4090,6136,5686,6318
11412	6601	1	6136,5686,6318,335
11535	6832	1	2365,4480,3609,5872
11599	6602	1	3964,6320,6368,6234
12184	6601	1	5891,1113,5334,6180
12234	6601	1	1243,5355,6180,6341
12352	6321	1	3268,5606,6155,6341
12430	6602	1	5063,1243,4843,6319
12488	6832	1	4929,5381,5891,5686
12608	6601	1	6345,6236,6135,673
12760	6601	1	144,520,4314,265
12760	6602	1	520,4314,265,6601
12885	5331	1	5548,1782,1908,4034
12946	6321	1	1329,1243,5694,6341
13002	6601	1	2433,4927,5355,6345
13030	6601	1	334,5063,6154,6233
13266	6602	1	5002,6345,6237,6318
13632	6321	1	3817,6341,6319,5335
13632	6601	1	6341,6319,5335,6321
13767	6601	1	6341,6368,5335,6318
13777	6321	1	6155,5364,6234,6237
14538	6601	1	2706,105,1434,1015
14610	6321	1	5905,4843,5950,6318
14630	6601	1	4093,4244,6180,6318
14630	6602	1	4244,6180,6318,6601
681	5202	1	2185,1937,3188,5061
1888	6601	1	4642,5355,5334,6320
1915	6601	1	1813,4055,1603,6345
2576	6602	1	1243,6154,6155,6368
5157	5072	1	542,893,998,3662
5220	4575	1	1332,1794,4582,6061
5220	6108	1	1794,4582,6061,4575
6441	6602	1	3816,5686,3814,6341
7537	3646	1	3964,1243,1733,6341
8756	3248	1	3734,916,1019,5930
8768	6602	1	6368,5694,6236,6234
9312	7154	1	2266,599,377,2920
9533	6321	1	6237,6234,6318,6602
11655	6321	1	485,4926,5355,6368
12464	6321	1	1492,5686,4843,6368
12608	6602	1	6236,6135,673,6601
13342	6602	1	6154,6155,6368,6237
13697	6601	1	6155,6320,6234,2667
14496	2144	1	1602,3365,5301,5649
42	2667	1	4642,3408,1243,6368
227	6601	1	6319,6233,6234,6321
948	6601	1	5686,4843,6368,5694
1162	1840	1	2591,4927,6368,5694
3437	6495	1	1253,963,6493,4717
4907	3928	1	2706,624,1992,5647
5256	6602	1	1243,5355,6155,6601
7040	6601	1	2669,2624,3817,6318
7045	6602	1	6154,6155,6318,6341
7110	6233	1	3964,5381,4843,5950
7358	3117	1	6108,4754,5912,3813
7902	1106	1	5344,2172,4431,697
7902	5029	1	2172,4431,697,1106
8093	3496	1	2498,3755,343,4390
8688	6602	1	3579,2736,2323,3966
10492	6601	1	4843,5694,6237,6318
10492	6602	1	5694,6237,6318,6601
10520	4496	1	3454,5694,2936,5434
11824	1032	1	3128,1151,4177,3464
13376	6341	1	5686,5694,6319,2667
14491	6494	1	3445,4727,2249,2270
1464	6601	1	4756,1243,6180,6154
1950	6601	1	4843,6319,6236,6602
3863	6601	1	4091,5686,5954,6237
7873	6601	1	1243,5686,6155,6234
8627	3128	1	4985,229,1570,1562
10055	6471	1	3180,4549,5065,1842
12608	873	1	6135,673,6601,6602
12608	3119	1	673,6601,6602,873
13102	5950	1	3965,4586,4928,5355
1543	6602	1	6155,6154,6345,6233
1824	6602	1	1135,6345,6318,6321
3985	6321	1	5355,4843,5754,6341
3985	6601	1	4843,5754,6341,6321
4193	4125	1	3008,77,2273,2276
4327	6602	1	6155,5364,6368,6318
4639	6234	1	6341,5364,6237,6318
4639	6602	1	5364,6237,6318,6234
4759	6601	1	4095,4090,2322,4843
5377	2820	1	795,966,971,4614
5377	2824	1	966,971,4614,2820
6030	6601	1	1642,1868,5686,6154
6837	5355	1	4582,1243,5754,6200
7386	6925	1	3858,5920,6237,6321
8430	6601	1	6345,6319,6236,6234
8517	3199	1	912,723,3153,4446
8577	6601	1	5355,5905,6200,6319
8577	6602	1	5905,6200,6319,6601
10720	6601	1	6345,6318,6341,6832
11834	6832	1	6180,6200,6341,6135
12352	6602	1	5606,6155,6341,6321
12597	3101	1	1602,1243,4928,6237
13188	5149	1	4833,5905,4843,6154
14563	6602	1	6319,6236,6234,120
14678	2856	1	4281,4541,3874,2770
14678	3656	1	4541,3874,2770,2856
14678	5648	1	3874,2770,2856,3656
196	6602	1	2355,1951,982,5351
441	4080	1	934,2965,4077,4078
1044	6601	1	6154,6155,6319,6318
1044	6602	1	6155,6319,6318,6601
1319	7154	1	1541,3061,5313,4811
1774	6601	1	1243,4928,6154,6155
1781	5340	1	4551,5566,5489,3939
1781	5430	1	5566,5489,3939,5340
4818	6341	1	332,2986,5381,6200
5455	6601	1	4833,4642,3965,5686
5455	6602	1	4642,3965,5686,6601
5828	4294	1	1481,4210,250,267
6035	6601	1	938,2972,6318,2971
6035	6602	1	2972,6318,2971,6601
7209	6601	1	3817,1243,4929,6136
11946	6345	1	1243,5905,5381,6341
11946	6601	1	5905,5381,6341,6345
12036	3124	1	1673,1675,2238,1742
12036	4046	1	1675,2238,1742,3124
12036	4050	1	2238,1742,3124,4046
12036	5288	1	1742,3124,4046,4050
13312	3128	1	1557,3345,4426,126
13312	4938	1	3345,4426,126,3128
14275	6321	1	4834,4930,6368,6233
3749	4749	1	51,2011,4449,4691
4359	3338	1	6237,6368,6233,6236
5249	4828	1	2480,3087,4826,4827
8473	2129	1	1120,572,630,998
8732	1909	1	5355,6154,6155,6341
8732	6602	1	6154,6155,6341,1909
8929	3010	1	2764,760,5419,3011
9385	6601	1	5950,6200,6319,6345
9659	2667	1	4095,3130,4090,6318
10128	4078	1	4191,952,2722,2971
10128	6041	1	952,2722,2971,4078
10384	6551	1	2744,1601,1606,5882
10509	6601	1	5954,6237,6318,6341
10509	6602	1	6237,6318,6341,6601
10949	5335	1	1243,5686,4843,6345
13138	2667	1	3817,5954,6368,6135
14492	6382	1	6175,5370,2188,2181
995	6341	1	4933,5355,5891,6345
2211	6602	1	4244,1243,5355,6180
2466	6601	1	312,461,968,6236
3259	3079	1	812,952,3004,3005
3754	6832	1	5355,4843,6368,6321
4486	6236	1	3234,3817,4091,4642
5828	205	1	4210,250,267,4294
7237	6341	1	2318,5954,6237,3299
9149	43	1	4210,111,272,259
9149	5115	1	111,272,259,43
9263	3224	1	2662,1959,2400,2129
9277	1243	1	3485,2397,2854,3747
9424	6341	1	5694,6234,6233,6236
10520	6832	1	5694,2936,5434,4496
12026	5687	1	3180,4116,4023,4652
12184	3541	1	1113,5334,6180,6601
13235	6321	1	5754,6200,6237,4843
13235	6602	1	6200,6237,4843,6321
13563	3117	1	3372,1626,1628,1623
14251	1861	1	3150,997,2374,4529
646	5114	1	4552,3066,7154,6289
1238	2667	1	5950,6154,6319,6236
1940	6601	1	352,578,6345,6318
2423	3615	1	5355,2969,5278,3463
2423	4663	1	2969,5278,3463,3615
4250	6601	1	4930,5686,6236,6318
5828	1432	1	250,267,4294,205
7288	6601	1	3317,409,1088,3817
7912	252	1	5838,5354,6158,5744
9312	683	1	599,377,2920,7154
9722	6321	1	4642,1243,5355,4843
9722	6832	1	1243,5355,4843,6321
10925	6341	1	5381,5686,6237,6321
10959	2667	1	3965,1243,6237,5364
11571	2630	1	3557,1953,3500,3850
11571	3497	1	1953,3500,3850,2630
12233	328	1	4933,5381,6154,6341
12233	4219	1	5381,6154,6341,328
12233	4562	1	6154,6341,328,4219
12718	3010	1	2577,2767,4143,2564
1582	844	1	4866,92,205,841
1582	1499	1	92,205,841,844
1620	6341	1	6180,6368,6233,6318
2875	6341	1	3964,6154,6155,6233
3734	5624	1	3561,2434,598,6059
3734	5628	1	2434,598,6059,5624
4931	3260	1	2010,944,4117,1516
6191	2667	1	1243,5355,6345,6341
7793	5335	1	5686,6154,6368,6234
7793	6237	1	6154,6368,6234,5335
7793	6601	1	6368,6234,5335,6237
8372	6341	1	5694,5692,6236,6234
10189	6321	1	4970,6200,5664,3409
10582	6341	1	5355,6155,6233,6345
10718	5933	1	1334,2722,4045,2410
10792	4525	1	3049,4007,5746,3523
10792	5552	1	4007,5746,3523,4525
11653	5005	1	1243,3704,6154,6155
14563	6601	1	6236,6234,120,6602
2176	6601	1	4090,5381,4169,1546
4182	3203	1	1243,3908,1658,2099
4182	3204	1	3908,1658,2099,3203
11027	5359	1	3500,3508,2493,1868
11904	6321	1	2581,2669,3320,4091
12634	2667	1	3747,3817,1096,5905
14013	6341	1	4872,5083,6345,6318
14471	6321	1	4090,4843,6320,6233
14471	6601	1	4843,6320,6233,6321
3656	6601	1	6155,6319,6318,6341
4626	6341	1	4244,4928,4930,4843
4698	324	1	6233,5692,6318,2186
5667	6601	1	6368,6233,6234,6341
7008	4	1	4511,575,2564,2181
7198	6602	1	5954,6154,6200,6233
7491	6341	1	2377,1843,6345,6318
8362	6602	1	1243,5355,698,6237
9149	223	1	272,259,43,5115
10318	6234	1	5065,5123,5080,6237
11413	6602	1	6154,6155,6237,5335
11718	5606	1	2314,5150,4623,6341
12215	4570	1	3023,4553,3052,3060
14338	6601	1	3747,4091,1243,6320
1100	6341	1	6345,3489,6234,6321
1195	6601	1	1243,4929,6136,6180
1195	6602	1	4929,6136,6180,6601
2226	6435	1	5532,4018,3903,5885
3774	4724	1	1806,1297,2596,4112
3774	5023	1	1297,2596,4112,4724
5045	2667	1	144,1468,1243,5954
5045	6832	1	1468,1243,5954,2667
7246	6602	1	5905,6320,6234,6318
9286	6602	1	6200,5694,6234,6318
9608	941	1	5891,5355,372,6234
10070	5165	1	3023,5523,2840,4511
11421	6602	1	1243,4926,5063,5355
11592	3393	1	5575,762,1353,5159
11968	6341	1	4095,4933,6236,6233
12049	2434	1	334,5794,5815,5553
12049	3554	1	5794,5815,5553,2434
918	1947	1	1617,3138,3741,4827
2892	1999	1	3500,3164,1951,1617
3386	6601	1	3817,5063,1243,5364
5991	6601	1	3964,3596,1096,1243
6208	3740	1	1160,2687,1702,2091
8756	3246	1	916,1019,5930,3248
9608	6601	1	5355,372,6234,941
13862	5284	1	6200,3569,6155,2667
14175	1712	1	3872,977,5130,800
14251	1951	1	997,2374,4529,1861
14251	6492	1	2374,4529,1861,1951
2150	6321	1	5755,5905,6341,6345
2952	6601	1	6200,6320,6237,6319
3810	6602	1	6200,6237,6368,6234
3922	6832	1	3581,5694,2569,5080
7693	6602	1	4361,5355,5954,6233
8588	2667	1	5063,1243,4927,6155
10128	4077	1	2722,2971,4078,6041
10593	6601	1	6180,5905,6345,6368
10615	5708	1	5686,5950,6345,6601
10697	6601	1	991,6345,6180,6237
11571	5202	1	3500,3850,2630,3497
12049	333	1	5815,5553,2434,3554
12049	1308	1	5553,2434,3554,333
12049	2951	1	2434,3554,333,1308
12049	4107	1	3554,333,1308,2951
12049	4943	1	333,1308,2951,4107
12049	5581	1	1308,2951,4107,4943
13191	3306	1	3295,3296,3300,3304
13377	6321	1	1243,5686,4843,6155
14251	1859	1	4529,1861,1951,6492
14251	1897	1	1861,1951,6492,1859
14251	6498	1	1951,6492,1859,1897
14303	6602	1	4927,5686,6368,6318
1380	3034	1	4570,4812,6055,7154
1662	6477	1	3277,3320,1215,5950
2242	6601	1	6154,6155,6237,6234
2422	6602	1	1243,4926,6155,6236
3246	405	1	3295,4100,3303,6602
3836	5450	1	989,1240,978,4849
4072	5364	1	3966,1096,2677,5381
4072	6234	1	1096,2677,5381,5364
4372	6341	1	320,774,579,5686
4388	5113	1	4568,1765,2860,4551
4591	6602	1	6345,6368,6318,6321
4698	6341	1	5692,6318,2186,324
4931	1711	1	944,4117,1516,3260
6409	5927	1	3910,5113,5566,3052
6737	6601	1	1096,3817,609,4930
6905	6602	1	5905,6154,6234,6237
8972	3001	1	2045,1780,32,2507
8972	3148	1	1780,32,2507,3001
9424	6345	1	6234,6233,6236,6341
10440	5763	1	3293,3301,1308,2936
12170	3656	1	586,1160,4526,4905
1502	5553	1	4255,1881,5343,5488
4694	2090	1	1440,179,3860,2085
4694	2308	1	179,3860,2085,2090
4931	220	1	4117,1516,3260,1711
6940	4415	1	3198,626,646,1303
7581	1860	1	1243,5686,6180,6236
9610	6602	1	6200,6237,6345,6234
12034	6601	1	1331,6155,6318,6368
12034	6602	1	6155,6318,6368,6601
13279	59	1	4071,1258,4370,3173
13904	5393	1	1144,3044,572,1080
14251	1516	1	6492,1859,1897,6498
14275	5217	1	4930,6368,6233,6321
2605	1541	1	1735,3545,1214,2385
3296	8367	1	3119,4995,3800,3809
5320	4930	1	3597,3600,4843,6321
6940	5147	1	626,646,1303,4415
10803	3991	1	1785,2477,4416,5205
11202	6832	1	3316,524,1196,6204
13807	6283	1	1215,1923,2810,1025
653	5858	1	3052,3078,4954,4811
653	5887	1	3078,4954,4811,5858
936	3116	1	2749,586,3640,5640
5865	6437	1	1291,1570,3931,4691
6659	3660	1	3842,1879,5676,4351
7008	5199	1	575,2564,2181,4
7143	3052	1	6289,5952,5433,3924
7143	3875	1	5952,5433,3924,3052
9312	4457	1	377,2920,7154,683
11056	6321	1	6136,4843,6180,6368
11229	5083	1	3896,1277,4660,2067
11571	2003	1	3850,2630,3497,5202
11592	727	1	762,1353,5159,3393
12445	2269	1	4690,5124,3372,3267
14210	2368	1	2097,4629,1730,2045
14251	1266	1	1859,1897,6498,1516
14251	5808	1	1897,6498,1516,1266
2403	6602	1	3817,1243,6368,6601
2969	5694	1	4321,4642,1243,5686
3377	3016	1	580,4813,2025,3002
3377	3883	1	4813,2025,3002,3016
4068	6541	1	1717,5600,501,5205
4698	2736	1	6318,2186,324,6341
4785	5433	1	3052,4954,4812,4811
4992	1596	1	1073,1609,4341,3379
4992	1795	1	1609,4341,3379,1596
4992	6304	1	4341,3379,1596,1795
5638	5396	1	2415,2586,6155,6832
7303	6601	1	4834,4929,6368,6341
7303	6602	1	4929,6368,6341,6601
8905	6602	1	2565,2736,4926,4928
8951	6832	1	4843,5950,5694,6368
9339	6155	1	5891,6368,6318,6237
9609	3046	1	3758,4322,4938,6772
9609	6107	1	4322,4938,6772,3046
10520	2932	1	2936,5434,4496,6832
12302	6321	1	1860,3935,4789,6368
14251	1281	1	6498,1516,1266,5808
14332	2577	1	2035,232,2205,2523
1031	2640	1	1726,2304,171,6204
1412	5740	1	1623,1764,1627,3041
1781	1874	1	5489,3939,5340,5430
4039	5450	1	2499,5383,1253,3922
6471	6493	1	2488,1420,3705,5692
7561	5771	1	3808,5445,4905,4390
7950	5485	1	1998,952,6154,6155
9149	294	1	259,43,5115,223
9149	5966	1	43,5115,223,294
10464	3293	1	896,5732,5093,5248
11013	6321	1	4093,4090,5063,6602
11625	6601	1	6237,6319,5335,6236
11782	6602	1	6319,6237,6318,7154
13319	4384	1	5944,6320,5364,4391
3398	6448	1	3600,5355,6200,6449
5991	6321	1	3596,1096,1243,6601
8994	5686	1	2741,1243,6341,6368
10565	1244	1	1434,2519,226,2059
10610	6233	1	4833,1243,5355,5686
10610	6234	1	1243,5355,5686,6233
10610	6601	1	5355,5686,6233,6234
10676	6341	1	5754,5954,6319,6368
14152	6601	1	1243,5355,4727,6155
14152	6602	1	5355,4727,6155,6601
4694	4119	1	3860,2085,2090,2308
9057	1244	1	506,3582,4568,1306
9149	125	1	5115,223,294,5966
11053	6321	1	6237,6233,2202,3372
12952	3810	1	5447,4345,5973,652
13458	4038	1	5677,4832,4729,4727
13928	3573	1	4097,5123,1150,5581
305	511	1	748,3247,3862,4884
2286	4056	1	1253,660,3802,4754
2821	6601	1	2678,2741,5686,6180
2963	6318	1	4642,1243,5754,6155
3780	2564	1	5243,5654,2621,1474
5237	1547	1	2356,3528,3616,4023
6105	6341	1	5063,5686,5381,6368
6105	6345	1	5686,5381,6368,6341
7163	6601	1	5355,6154,6200,6368
7352	2026	1	2841,1674,578,2020
9256	2788	1	506,887,2064,3628
9263	186	1	1959,2400,2129,3224
13532	1243	1	556,633,764,912
13532	1902	1	633,764,912,1243
13532	1933	1	764,912,1243,1902
739	6601	1	5755,6180,5381,6237
739	6602	1	6180,5381,6237,6601
1979	2328	1	3681,5601,1121,3605
3311	3488	1	2044,1831,2333,4289
3849	5059	1	4071,2515,5060,5057
4428	6774	1	6154,6318,5741,6775
5131	649	1	2484,169,4222,4884
5131	5880	1	169,4222,4884,649
5743	6601	1	6180,6319,6320,8443
6939	5258	1	4552,5952,6046,5109
7045	6368	1	6155,6318,6341,6602
9567	6601	1	5355,6368,6236,6318
10520	5522	1	5434,4496,6832,2932
13918	2619	1	1772,518,1243,144
116	6602	1	3320,3817,1243,1603
1147	5642	1	3870,3824,3052,3030
1569	4391	1	5494,4042,5536,5796
6503	6486	1	1402,531,2660,1665
8515	4056	1	4095,5063,2658,179
8518	3412	1	2000,1602,3512,5777
8905	6601	1	2736,4926,4928,6602
8972	3315	1	32,2507,3001,3148
9076	1344	1	4963,5608,5610,4243
9090	6321	1	6180,6341,5335,6318
9882	6341	1	2624,3966,3962,4091
10028	6601	1	773,630,3597,2179
10392	1321	1	969,3705,1317,1318
10861	6321	1	4843,6320,7154,6318
12812	6341	1	1243,5954,6180,5335
13344	5376	1	6154,6237,6233,2279
13488	5694	1	4093,4834,1243,6368
1468	2445	1	1490,608,2546,991
3152	1022	1	6234,4977,4691,6602
3780	5384	1	5654,2621,1474,2564
6035	5403	1	6318,2971,6601,6602
8473	2975	1	572,630,998,2129
8668	6341	1	5355,5504,6180,5954
9957	6601	1	413,5686,5755,6368
10248	6832	1	6237,520,6318,6341
11264	6601	1	5355,4843,6155,6368
11571	2318	1	2630,3497,5202,2003
12402	5523	1	4891,5303,5429,5430
13048	6291	1	1017,2289,1243,4929
1062	5365	1	5374,3788,3789,3279
1694	3096	1	1395,1449,4691,4693
2634	5662	1	1488,1276,2067,3049
5137	1541	1	1918,2431,5063,1243
5532	6131	1	2754,1454,2136,5417
6391	4727	1	1559,2680,4135,4729
6825	6602	1	2736,2669,2678,4843
7912	349	1	5354,6158,5744,252
7912	2706	1	6158,5744,252,349
8627	1453	1	229,1570,1562,3128
8973	6318	1	3965,3964,1243,6341
9876	6321	1	5381,5754,6368,6318
10273	6601	1	1444,1705,5355,5950
10646	6234	1	2678,3966,4095,5355
10908	2015	1	3742,1641,3291,5068
11053	3138	1	6233,2202,3372,6321
11186	6341	1	613,1243,5381,5891
11392	6266	1	3026,3910,5950,6602
11652	6318	1	3029,5198,3052,2410
12001	5070	1	1270,3529,2682,1019
12184	6341	1	5334,6180,6601,3541
12534	5335	1	1243,5355,6154,6155
12900	2422	1	2946,3220,2161,1009
14077	5755	1	6368,6154,5694,6345
322	1904	1	1595,4192,943,1196
503	6155	1	3817,1243,5686,4843
677	6601	1	6180,5954,6200,6237
1836	6233	1	727,786,4345,4938
2067	4637	1	4983,321,888,1085
2143	6602	1	4095,4321,709,4628
2790	5891	1	4930,5355,6155,6318
2790	6345	1	5355,6155,6318,5891
3377	3350	1	2025,3002,3016,3883
3774	1071	1	2596,4112,4724,5023
4108	6601	1	3817,1096,6234,6318
4218	6341	1	3965,4551,6237,5954
4218	6602	1	4551,6237,5954,6341
4293	6602	1	3962,3817,4091,3964
4568	6601	1	4091,4090,6154,5954
4568	6602	1	4090,6154,5954,6601
4737	6759	1	2371,767,5416,6345
5711	6602	1	3964,4586,1243,6155
6134	6832	1	2741,5355,5364,6236
6271	6602	1	2669,1096,1243,6180
6993	6602	1	2669,4091,5905,6180
7461	2202	1	806,4917,3222,4918
7811	6155	1	4833,1243,5355,6345
7902	4952	1	4431,697,1106,5029
8526	6333	1	5954,6320,6341,6368
8825	6321	1	3816,2415,6237,6318
9390	6602	1	5063,4930,5355,6368
9411	6233	1	3964,5063,1243,6345
9604	6602	1	6154,311,6135,6234
9642	2575	1	4528,5482,5484,5487
9693	6602	1	1243,5905,6341,6368
9747	6234	1	1243,5686,6180,6368
9747	6318	1	5686,6180,6368,6234
9863	6236	1	5063,1243,6200,6368
9863	6601	1	1243,6200,6368,6236
9867	6601	1	1243,6155,6368,5905
10088	6321	1	4549,6237,6345,6234
10283	853	1	2134,1404,1403,1410
10956	6154	1	4933,5355,5686,6368
10956	6155	1	5355,5686,6368,6154
10956	6233	1	5686,6368,6154,6155
10991	6321	1	6368,6319,6237,6234
10991	6602	1	6319,6237,6234,6321
11067	6602	1	3126,4095,4642,5334
11308	6233	1	578,4930,5355,6345
11362	6602	1	3964,5364,6234,6237
11701	6234	1	6155,5954,5694,6318
11701	6321	1	5954,5694,6318,6234
12484	1970	1	1937,1947,3737,4717
13147	6602	1	5355,1983,5754,6320
13522	6237	1	1243,4927,5355,6368
13647	6601	1	5364,6234,6318,6237
14137	2011	1	986,6319,156,316
14229	5381	1	3747,4095,6154,6368
14353	6601	1	5694,6237,6318,6341
14353	6602	1	6237,6318,6341,6601
14369	2410	1	384,5063,5755,5905
14369	5334	1	5063,5755,5905,2410
14529	6237	1	1096,3817,1243,6180
14568	6341	1	6368,5335,6237,6236
322	1334	1	4192,943,1196,1904
1543	769	1	6154,6345,6233,6602
3453	3797	1	5381,5905,4843,6319
4931	1494	1	1516,3260,1711,220
5815	2284	1	760,1563,1839,670
6035	4078	1	2971,6601,6602,5403
6035	4080	1	6601,6602,5403,4078
6035	5157	1	6602,5403,4078,4080
6266	6318	1	2369,6180,6233,1091
8544	6601	1	1243,5364,6234,6318
8544	6602	1	5364,6234,6318,6601
9348	3003	1	2869,5355,6136,2865
9897	6165	1	601,597,1429,252
12489	6469	1	2853,1243,5355,5950
12597	888	1	1243,4928,6237,3101
12597	889	1	4928,6237,3101,888
14644	6318	1	4926,5686,4843,6237
14644	6602	1	5686,4843,6237,6318
75	3202	1	2679,4927,5355,6602
277	5519	1	475,1009,6745,1136
6808	599	1	6155,6237,6368,6234
9222	5698	1	4551,4571,4552,4811
13087	2667	1	6341,6319,4818,6318
14251	3931	1	1516,1266,5808,1281
2748	3406	1	1615,4827,1406,1196
3046	6237	1	6154,6155,6368,6236
3641	5394	1	575,1454,579,6345
3994	1779	1	509,1207,5084,2543
5000	326	1	301,2014,1703,438
5783	6394	1	4811,7154,6341,5087
5786	4638	1	3454,4324,3026,3029
7102	3313	1	870,265,5040,5708
11707	4982	1	2349,3087,1263,4116
14251	3315	1	1266,5808,1281,3931
262	6333	1	1243,5355,4843,6341
320	5768	1	3655,1734,904,349
320	5790	1	1734,904,349,5768
852	6334	1	6341,5364,6318,6233
1422	5669	1	4930,5686,5755,4843
1968	5669	1	6155,5954,7154,3687
2875	5669	1	6154,6155,6233,6341
3672	258	1	6368,3548,518,1710
4048	6467	1	5884,6319,274,2720
5542	996	1	6237,6368,757,4757
5902	6602	1	3964,3965,1096,2677
6195	2413	1	5905,6154,6155,6341
6296	882	1	416,6321,1988,5777
6296	3441	1	6321,1988,5777,882
6296	4125	1	1988,5777,882,3441
6296	4965	1	5777,882,3441,4125
6296	5767	1	882,3441,4125,4965
6296	5770	1	3441,4125,4965,5767
6296	5790	1	4125,4965,5767,5770
6837	6468	1	1243,5754,6200,5355
8155	6840	1	5905,6155,6237,6601
8518	4390	1	1602,3512,5777,3412
8560	6840	1	4095,1243,5355,6233
9068	2385	1	2236,3269,1638,3910
9463	1197	1	667,2916,120,1196
9617	6469	1	6341,6236,6318,6601
9658	6467	1	6341,6318,5335,6321
